step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
25,69.6816122662,7.7335871058,51.5811831712,3.1421716605,8609,0.1391000000,10.7509708431,4.2487897302,62.3908000000,9.9066352575,1.0000000000,325.0000000000,0.5559233886,0.7402409544
26,73.2447683988,7.9317301722,54.3162578380,3.2144089464,8506,0.1494000000,11.3024983252,4.4874286465,65.0294000000,10.3477211022,2.0000000000,360.0000000000,0.5889347113,0.7415718423
27,76.7068760409,8.1123286892,57.1397701782,3.3010603266,8406,0.1594000000,11.8569974921,4.7293800357,67.5962000000,10.7861886398,1.0000000000,373.0000000000,0.6232234648,0.7449106668
28,80.2231335183,8.2978279923,59.7612820427,3.3718220785,8291,0.1709000000,12.4233147672,4.9763584380,70.0785000000,11.2206981990,2.0000000000,410.0000000000,0.6563212233,0.7449382668
29,83.6726917440,8.4712007563,62.3592727478,3.4512967839,8188,0.1812000000,12.9843190577,5.2230429175,72.5807000000,11.6521345056,1.0000000000,405.0000000000,0.6891474043,0.7452762837
30,87.2640971620,8.6534510908,64.9215798229,3.5187897609,8069,0.1931000000,13.5601506208,5.4671933502,74.9996000000,12.0785803748,2.0000000000,424.0000000000,0.7227352246,0.7439666705
31,90.7235404896,8.8178477493,67.7600908380,3.6012638837,7965,0.2035000000,14.1260066011,5.7166348131,77.3681000000,12.4992326659,1.0000000000,445.0000000000,0.7592435121,0.7468854332
32,94.4393225519,8.9956483198,70.8302982633,3.6766334953,7853,0.2147000000,14.7037956519,5.9635318214,79.8412000000,12.9165130398,2.0000000000,482.0000000000,0.7992842806,0.7500085383
33,98.1885182312,9.1645419071,74.0006667095,3.7682475853,7734,0.2266000000,15.2781286156,6.2207272260,82.3052000000,13.3308410352,1.0000000000,461.0000000000,0.8414601408,0.7536590636
34,102.0765588003,9.3401360384,77.4999651558,3.8520666640,7602,0.2398000000,15.8738941954,6.4808135068,84.8172000000,13.7424849181,2.0000000000,500.0000000000,0.8888686204,0.7592337170
35,106.0874149206,9.5191504694,80.7719757735,3.9335974961,7493,0.2507000000,16.4797125465,6.7481363035,87.2613000000,14.1512610394,1.0000000000,509.0000000000,0.9331099921,0.7613718916
36,110.2500677323,9.7006036216,84.1217190196,4.0185018487,7382,0.2618000000,17.0860357821,7.0268277538,89.7785000000,14.5576945673,2.0000000000,520.0000000000,0.9790866263,0.7630083205
37,114.5721557298,9.8858187268,87.5410949657,4.1039912075,7269,0.2731000000,17.7071677472,7.3098132461,92.3642000000,14.9647513842,1.0000000000,549.0000000000,1.0267734731,0.7640695456
38,118.6537171604,10.0632822391,90.6093355700,4.1694205518,7156,0.2844000000,18.3273617832,7.5825128018,94.7520000000,15.3688200635,2.0000000000,580.0000000000,1.0711191399,0.7636451494
39,122.9437659756,10.2501618443,93.5581123269,4.2282322715,7042,0.2958000000,18.9663495811,7.8674600697,97.1064000000,15.7700003616,1.0000000000,613.0000000000,1.1148936460,0.7609829712
40,127.6708128435,10.4495723485,97.0099067568,4.2985172534,6914,0.3086000000,19.6185189780,8.1451568168,99.6922000000,16.1715156330,2.0000000000,592.0000000000,1.1666790506,0.7598440442
41,132.2592592593,10.6284287286,100.7207263032,4.3926941643,6804,0.3196000000,20.2732519620,8.4424121069,102.1634000000,16.5707432281,1.0000000000,601.0000000000,1.2210591332,0.7615400757
42,136.7855219862,10.8161421051,103.7303812246,4.4493361244,6686,0.3314000000,20.9531386022,8.7378752253,104.4192000000,16.9649385683,2.0000000000,634.0000000000,1.2685943939,0.7583432787
43,141.2955274004,10.9927907147,106.7984889547,4.5226186776,6551,0.3449000000,21.6238171322,9.0248303597,106.6323000000,17.3543056064,1.0000000000,641.0000000000,1.3195058147,0.7558518725
44,146.2901522212,11.1922401264,110.6219658210,4.5851840939,6438,0.3562000000,22.3226266880,9.3327948243,109.0613000000,17.7425087425,2.0000000000,680.0000000000,1.3786876513,0.7561819038
45,150.8849921011,11.3665375094,114.2433561968,4.6569106871,6330,0.3670000000,22.9875476696,9.6386112557,111.3807000000,18.1268425162,1.0000000000,733.0000000000,1.4359162096,0.7571551988
46,155.6715890851,11.5465962364,117.7483919192,4.7273358711,6230,0.3770000000,23.6753870602,9.9505647743,113.7607000000,18.5088690517,2.0000000000,738.0000000000,1.4918012317,0.7563897344
47,159.6649265905,11.6944345607,120.7278103925,4.7859300972,6130,0.3870000000,24.3590653038,10.2477840721,115.6455000000,18.8831928326,1.0000000000,793.0000000000,1.5419741273,0.7561323139
48,164.1417662683,11.8609127957,123.9575997768,4.8436054672,6024,0.3976000000,25.0790555673,10.5519249614,117.6013000000,19.2507962882,2.0000000000,802.0000000000,1.5970947303,0.7551862186
49,167.9714864181,11.9865243162,127.2377138777,4.9289675627,5927,0.4073000000,25.7419207694,10.8604403977,119.3570000000,19.6106872055,1.0000000000,857.0000000000,1.6527166174,0.7574959095
50,172.1376476631,12.1304383805,130.7159019973,4.9990111381,5841,0.4159000000,26.4286248668,11.1607702186,121.2489000000,19.9648112702,2.0000000000,916.0000000000,1.7103493265,0.7593684692
51,176.2022295767,12.2677791477,134.4305130198,5.0698939200,5741,0.4259000000,27.0907774093,11.4569515932,123.0776000000,20.3132182764,1.0000000000,909.0000000000,1.7742061592,0.7629330988
52,180.1906952061,12.4068223185,137.7719027695,5.1245931706,5653,0.4347000000,27.7581552359,11.7267236448,124.8745000000,20.6566529875,2.0000000000,970.0000000000,1.8324037157,0.7645894402
53,184.8468452274,12.5653319974,141.4585164148,5.1922323738,5563,0.4437000000,28.4365507627,12.0349828704,126.8442000000,20.9981263975,1.0000000000,977.0000000000,1.8965948590,0.7652741719
54,189.3555474185,12.7169975345,144.8734466653,5.2567595651,5462,0.4538000000,29.1487337003,12.3248390279,128.6352000000,21.3353420422,2.0000000000,986.0000000000,1.9602566895,0.7650868889
55,193.8360655738,12.8630455648,148.4261746132,5.3271121982,5368,0.4632000000,29.8496994900,12.6540774456,130.4124000000,21.6682787781,1.0000000000,997.0000000000,2.0258357970,0.7657304340
56,198.4678184925,13.0065574995,152.2628602178,5.4126962323,5267,0.4733000000,30.5411185507,12.9884384523,132.2187000000,21.9977654468,2.0000000000,1040.0000000000,2.0980330460,0.7671916857
57,202.8044066486,13.1457289184,155.2323806748,5.4766977143,5174,0.4826000000,31.2551572690,13.3209327932,133.7921000000,22.3209071788,1.0000000000,1073.0000000000,2.1580877809,0.7654290320
58,207.9592885375,13.3102936496,159.2353539492,5.5493577556,5060,0.4940000000,31.9949738445,13.6268239248,135.6059000000,22.6398625172,2.0000000000,1108.0000000000,2.2385368045,0.7657044562
59,212.5484909457,13.4436663132,163.2574215060,5.6405963342,4970,0.5030000000,32.7109589761,13.9768078216,137.3431000000,22.9540314208,1.0000000000,1165.0000000000,2.3157663479,0.7680949452
60,217.2728390004,13.5900877054,167.0915618475,5.7080955809,4882,0.5118000000,33.4428204635,14.3264410440,139.0235000000,23.2629556488,2.0000000000,1156.0000000000,2.3914187552,0.7690402658
61,222.0870470637,13.7415563324,170.3075724216,5.7668602053,4802,0.5198000000,34.1668608640,14.6606471290,140.7387000000,23.5673298036,1.0000000000,1189.0000000000,2.4576661091,0.7668505420
62,226.5560747664,13.8703394521,174.4885499893,5.8454904200,4708,0.5292000000,34.8734777148,15.0194438476,142.3701000000,23.8665403230,2.0000000000,1224.0000000000,2.5430137392,0.7701782006
63,231.5740181269,14.0191919811,178.4990029892,5.9191447290,4634,0.5366000000,35.6058913862,15.3722495574,144.0039000000,24.1618027068,1.0000000000,1261.0000000000,2.6221514980,0.7708075562
64,236.4140814081,14.1682474011,182.4752825908,5.9728424547,4545,0.5455000000,36.3387229611,15.7188719504,145.6020000000,24.4523654273,2.0000000000,1322.0000000000,2.7066811668,0.7718460825
65,241.4377663153,14.3109565275,186.6812896296,6.0526266682,4459,0.5541000000,37.1055338704,16.1069735314,146.9783000000,24.7369664831,1.0000000000,1285.0000000000,2.7956452174,0.7732066631
66,246.0328542094,14.4506200740,190.2688008575,6.1001994791,4383,0.5617000000,37.8580017664,16.4581123316,148.2386000000,25.0153060907,2.0000000000,1322.0000000000,2.8739674546,0.7733471266
67,251.5569797250,14.6238666244,193.6318783559,6.1399922375,4291,0.5709000000,38.6467321359,16.7909952806,149.7709000000,25.2894006725,1.0000000000,1361.0000000000,2.9559535221,0.7697336745
68,256.0157217723,14.7523331115,197.1890620546,6.1955136624,4198,0.5802000000,39.3707947864,17.1362203235,151.0829000000,25.5582672875,2.0000000000,1300.0000000000,3.0434179947,0.7702224718
69,261.8413391557,14.9205762187,201.4607946467,6.2624072413,4122,0.5878000000,40.1681649487,17.4838256510,152.6159000000,25.8239529112,1.0000000000,1341.0000000000,3.1378815738,0.7694002608
70,266.7924528302,15.0611716138,205.2398011856,6.3208830435,4028,0.5972000000,40.8884162775,17.7965023689,153.9519000000,26.0839678041,2.0000000000,1402.0000000000,3.2338275331,0.7692863835
71,271.5078560568,15.1870134875,209.3754755842,6.3923765055,3946,0.6054000000,41.6200501719,18.0958906114,155.3177000000,26.3402581300,1.0000000000,1445.0000000000,3.3330917634,0.7711580749
72,276.7382863060,15.3280704080,213.7497953109,6.4644059180,3863,0.6137000000,42.3932678864,18.4429162293,156.8278000000,26.5940601534,2.0000000000,1490.0000000000,3.4390885121,0.7723896761
73,281.8170571203,15.4681815760,217.4931814652,6.5232212788,3799,0.6201000000,43.1390410013,18.7983734429,158.2579000000,26.8453083827,1.0000000000,1537.0000000000,3.5286696275,0.7717530787
74,286.2706766917,15.5947760894,220.8359272302,6.5630507703,3724,0.6276000000,43.8471826232,19.1164721158,159.5879000000,27.0931269490,2.0000000000,1586.0000000000,3.6188025936,0.7714234995
75,291.8427397260,15.7500694821,224.7945836942,6.6164983968,3650,0.6350000000,44.6411728266,19.4605395946,160.9421000000,27.3381478485,1.0000000000,1637.0000000000,3.7208264238,0.7702592975
76,298.6791818437,15.9456410707,229.6369066586,6.6645114367,3569,0.6431000000,45.5622414505,19.8279292705,162.3334000000,27.5810088098,2.0000000000,1690.0000000000,3.8438675456,0.7688413543
77,305.0835001430,16.1185973545,233.6849219087,6.7286194324,3497,0.6503000000,46.4658809176,20.1869600113,163.7177000000,27.8209443678,1.0000000000,1629.0000000000,3.9516900649,0.7659703714
78,310.6074030895,16.2683735039,237.3138013895,6.7784531145,3431,0.6569000000,47.2452744893,20.4864083568,165.0496000000,28.0574844521,2.0000000000,1570.0000000000,4.0514700899,0.7640313754
79,315.1529306754,16.3910761095,240.1630640837,6.8180315815,3361,0.6639000000,48.0059224375,20.7799654131,166.1871000000,28.2896999152,1.0000000000,1625.0000000000,4.1425900678,0.7620524536
80,320.4567788899,16.5360262486,243.2546156497,6.8568662518,3297,0.6703000000,48.8487186141,21.1149932059,167.1484000000,28.5173076298,2.0000000000,1682.0000000000,4.2364454241,0.7590871271
81,325.2374145432,16.6629707835,246.0805616589,6.8980300963,3218,0.6782000000,49.5690924118,21.3876106974,168.1924000000,28.7405841376,1.0000000000,1625.0000000000,4.3379474782,0.7566182446
82,329.9860450365,16.7729203033,250.3954724147,6.9753271991,3153,0.6847000000,50.4021192010,21.7416164114,169.1901000000,28.9598439903,2.0000000000,1684.0000000000,4.4592773684,0.7588062471
83,335.0219072165,16.8960085482,254.4076595782,7.0389489525,3104,0.6896000000,51.1584540173,22.1046881634,170.2683000000,29.1759505154,1.0000000000,1745.0000000000,4.5663513702,0.7593761903
84,339.9729372937,17.0215684977,257.8079732723,7.0879576163,3030,0.6970000000,51.9707667044,22.4233488754,171.2103000000,29.3884709447,2.0000000000,1690.0000000000,4.6835485927,0.7583191042
85,344.5512129380,17.1429488219,259.6812854611,7.1183227397,2968,0.7032000000,52.7975737960,22.7601148057,172.0067000000,29.5960564529,1.0000000000,1753.0000000000,4.7665999490,0.7536797890
86,351.1986230637,17.3206578641,262.5181737136,7.1549587153,2905,0.7095000000,53.7239409140,23.1246909948,173.0246000000,29.7999959963,2.0000000000,1808.0000000000,4.8706430826,0.7474920358
87,356.6496145760,17.4584065122,265.5730048180,7.2009483148,2854,0.7146000000,54.4757440442,23.3543002979,174.1324000000,30.0009177514,1.0000000000,1865.0000000000,4.9711508613,0.7446328104
88,362.6251342642,17.6112231028,268.3428562059,7.2436147804,2793,0.7207000000,55.2661840183,23.5544546365,175.2299000000,30.1982626378,2.0000000000,1802.0000000000,5.0775542262,0.7400007083
89,366.9810080351,17.7175998036,270.8523940484,7.2847556743,2738,0.7262000000,56.0706568731,23.8641852875,176.0089000000,30.3915401397,1.0000000000,1741.0000000000,5.1762585009,0.7380556163
90,372.2789827973,17.8571227691,273.4492577956,7.3076774153,2674,0.7326000000,56.9120468163,24.1228929607,176.8525000000,30.5819357546,2.0000000000,1800.0000000000,5.2880560223,0.7345277881
91,376.0335365854,17.9565545434,274.8117184230,7.3209074244,2624,0.7376000000,57.6634874317,24.4736883165,177.5457000000,30.7685479348,1.0000000000,1745.0000000000,5.3647974846,0.7308170460
92,380.6529343179,18.0712437703,277.5210002595,7.3541201318,2573,0.7427000000,58.5335828000,24.8298293314,178.0972000000,30.9501881985,2.0000000000,1802.0000000000,5.4711164554,0.7290657059
93,386.1895734597,18.2037424072,280.6433937524,7.4036028952,2532,0.7468000000,59.3853069126,25.1881529165,178.8708000000,31.1283099622,1.0000000000,1861.0000000000,5.5772867375,0.7266985259
94,391.7371613425,18.3515480282,282.8251337305,7.4133559413,2473,0.7527000000,60.2927620070,25.5221954601,179.6533000000,31.3028930192,2.0000000000,1922.0000000000,5.6872974525,0.7219767784
95,395.9304812834,18.4478457570,285.7811620521,7.4570415185,2431,0.7569000000,61.0405080392,25.8900098708,180.5732000000,31.4747294765,1.0000000000,1861.0000000000,5.7961700494,0.7217963142
96,400.5166455963,18.5522694531,288.8493663197,7.5053276902,2373,0.7627000000,61.8041024372,26.2057218516,181.3849000000,31.6430620820,2.0000000000,1924.0000000000,5.9295611203,0.7211919142
97,403.7101760412,18.6145706836,291.9413862786,7.5635926852,2329,0.7671000000,62.5703810349,26.5381501075,181.9780000000,31.8067333500,1.0000000000,1985.0000000000,6.0493807731,0.7231459686
98,408.8888888889,18.7495095943,293.3363223654,7.5726335485,2277,0.7723000000,63.3752478897,26.6568802245,182.6763000000,31.9666892791,2.0000000000,1690.0000000000,6.1472988601,0.7173986145
99,413.7086330935,18.8644977714,296.0347320625,7.6052190584,2224,0.7776000000,64.1854042266,26.8727431717,183.4195000000,32.1248900396,1.0000000000,1745.0000000000,6.2773345634,0.7155633419
100,418.5613553114,18.9799447696,298.6698194841,7.6369530478,2184,0.7816000000,65.0884475701,27.1990650777,184.0125000000,32.2809071889,2.0000000000,1802.0000000000,6.3909441522,0.7135628163
101,423.8886810103,19.1106681185,301.0774908923,7.6597026753,2138,0.7862000000,66.0352074596,27.4751872260,184.6833000000,32.4337907245,1.0000000000,1741.0000000000,6.5114009362,0.7102749009
102,426.2226469183,19.1831121903,301.3455001915,7.6309143366,2093,0.7907000000,66.8077439861,27.7098555665,185.1296000000,32.5820021271,2.0000000000,1800.0000000000,6.5868852342,0.7070142855
103,431.4226451928,19.3021500441,304.0376716831,7.6713524798,2049,0.7951000000,67.7413206327,27.9000615334,185.7549000000,32.7272312632,1.0000000000,1861.0000000000,6.7167072347,0.7047327605
104,435.9352911896,19.4000498147,307.3198676286,7.7183779629,2009,0.7991000000,68.5505033246,28.2164309741,186.2578000000,32.8687360165,2.0000000000,1922.0000000000,6.8564714044,0.7049667091
105,441.7816793893,19.5410319229,310.2186894559,7.7414307966,1965,0.8035000000,69.4510839387,28.5358195428,186.8333000000,33.0080601510,1.0000000000,1985.0000000000,6.9982053420,0.7021990814
106,445.8047767394,19.6291507637,312.5287264853,7.7782528266,1926,0.8074000000,70.1711608853,28.8417669950,187.4571000000,33.1438816827,2.0000000000,1924.0000000000,7.1213413072,0.7010439161
107,449.1997874601,19.7253173669,312.5300452123,7.7531698186,1882,0.8118000000,70.9607328798,29.0505372018,187.8729000000,33.2756559918,1.0000000000,1865.0000000000,7.2041370347,0.6957484263
108,451.7590884428,19.8134875391,311.9542840404,7.6931657971,1843,0.8157000000,71.5598719678,29.1556547866,188.2902000000,33.4041388866,2.0000000000,1922.0000000000,7.2665503399,0.6905323922
109,455.3148558758,19.8972652369,314.1686219830,7.7080277611,1804,0.8196000000,72.3112037529,29.4819587860,188.6468000000,33.5293343656,1.0000000000,1861.0000000000,7.3968113163,0.6900030120
110,461.6750000000,20.0511252363,317.0264024171,7.7218765049,1760,0.8240000000,73.2109132781,29.7688359951,189.1860000000,33.6520909373,2.0000000000,1800.0000000000,7.5568203627,0.6866873935
111,465.7450523865,20.1389247845,319.4231179011,7.7568525132,1718,0.8282000000,74.0588419102,30.0526371536,189.5532000000,33.7710197973,1.0000000000,1753.0000000000,7.7064570937,0.6858325521
112,468.8861061419,20.2127083633,321.2132702193,7.7674015450,1677,0.8323000000,75.0315937810,30.2861126337,189.7605000000,33.8866699079,2.0000000000,1802.0000000000,7.8438078752,0.6850560637
113,472.0576806315,20.2761540576,323.6016590038,7.8061038465,1647,0.8353000000,75.8201656275,30.6425359621,190.0022000000,33.9993903050,1.0000000000,1861.0000000000,7.9737743217,0.6855129623
114,475.5898073337,20.3420985135,328.1031849634,7.8605874718,1609,0.8391000000,76.6799735420,30.9351214591,190.3149000000,34.1085383603,2.0000000000,1922.0000000000,8.1796067404,0.6898869150
115,476.4848484848,20.3639660048,326.8294542949,7.8608992514,1584,0.8416000000,77.3064847907,31.0847676047,190.4865000000,34.2137516532,1.0000000000,1985.0000000000,8.2118990177,0.6859178321
116,481.0630630631,20.4674767534,328.1713812667,7.8832390813,1554,0.8446000000,78.2169301827,31.3703170263,190.7635000000,34.3166730079,2.0000000000,1924.0000000000,8.3248266292,0.6821795446
117,482.5075907591,20.5189391612,325.4978179348,7.8409646383,1515,0.8485000000,78.9178698034,31.5181906442,190.9152000000,34.4169659175,1.0000000000,1861.0000000000,8.3626084913,0.6745962637
118,486.8821548822,20.6349446422,326.3436873515,7.8154471718,1485,0.8515000000,79.8575301778,31.7903662438,191.1107000000,34.5149131349,2.0000000000,1808.0000000000,8.4686072012,0.6702724347
119,488.0280629706,20.6535811310,327.9385719108,7.8394929323,1461,0.8539000000,80.4875192030,31.8874253382,191.2414000000,34.6095273467,1.0000000000,1861.0000000000,8.5796069653,0.6719666281
120,490.5133239832,20.6777482551,333.7082569163,7.9337286998,1426,0.8574000000,81.0362290262,32.0466536036,191.5408000000,34.7016523280,2.0000000000,1808.0000000000,8.8370475075,0.6803245510
121,493.8269921034,20.7402194689,337.4695320645,7.9793664214,1393,0.8607000000,81.8393916544,32.2498263390,191.7521000000,34.7907067694,1.0000000000,1865.0000000000,9.0418856656,0.6833760355
122,496.4297277410,20.7742407719,342.1486333434,8.0536108728,1359,0.8641000000,82.3786329886,32.5430122337,192.1350000000,34.8774025317,2.0000000000,1808.0000000000,9.2812203000,0.6892186632
123,501.2513247540,20.8870463065,344.2116100903,8.0611798978,1321,0.8679000000,83.4034034381,32.7746621287,192.2213000000,34.9611369338,1.0000000000,1865.0000000000,9.4705261148,0.6867046392
124,503.7532767926,20.9348417515,345.7415271328,8.0923221410,1297,0.8703000000,84.0623285983,32.8915283747,192.5788000000,35.0434501544,2.0000000000,1802.0000000000,9.6002282317,0.6863310733
125,507.6603921569,21.0124458720,347.4788434240,8.1324971953,1275,0.8725000000,84.7529284800,33.0353644265,192.9415000000,35.1242605548,1.0000000000,1741.0000000000,9.7313540814,0.6844710535
126,512.1360323887,21.1142655778,349.0654743480,8.1439438541,1235,0.8765000000,85.4609134902,33.1577179919,193.2760000000,35.2036217747,4.0000000000,1800.0000000000,9.9328394684,0.6815874148
127,514.6079734219,21.1764299709,348.6753944581,8.1342969647,1204,0.8796000000,86.1437333319,33.4710449050,193.4666000000,35.2806774818,5.0000000000,1861.0000000000,10.0486578127,0.6775553673
128,518.0305084746,21.2538174281,349.4717162020,8.1428344702,1180,0.8820000000,86.8601219777,33.4863616872,193.7970000000,35.3569541627,4.0000000000,1808.0000000000,10.1735149845,0.6746160901
129,519.3327556326,21.2765942834,350.8210229451,8.1632892470,1154,0.8846000000,87.5285823429,33.7539161171,193.9496000000,35.4312772691,1.0000000000,1753.0000000000,10.3272028145,0.6755226185
130,525.1014234875,21.4240583961,351.5893254498,8.1308760493,1124,0.8876000000,88.3479609377,33.9783285436,194.2898000000,35.5041517945,2.0000000000,1802.0000000000,10.4870303635,0.6695646017
131,527.9173478656,21.4675477006,355.6380272543,8.1891234933,1101,0.8899000000,89.0468268475,34.3200577660,194.4525000000,35.5754295853,1.0000000000,1861.0000000000,10.7180192578,0.6736623236
132,528.9648148148,21.4965514725,355.3870069205,8.1769853617,1080,0.8920000000,89.7923759901,34.6203477984,194.5515000000,35.6442933364,2.0000000000,1800.0000000000,10.8140822408,0.6718537736
133,534.2953466287,21.6161045460,358.8257851791,8.1877573781,1053,0.8947000000,90.6943962100,34.9142880588,194.8048000000,35.7120244959,1.0000000000,1745.0000000000,11.0578185250,0.6715869555
134,537.5847953216,21.6903950928,361.1188849224,8.1921643074,1026,0.8974000000,91.6123077088,34.9241537002,195.0092000000,35.7782889799,2.0000000000,1802.0000000000,11.2739607971,0.6717431149
135,540.8674698795,21.7432269230,364.6053465612,8.2522453221,996,0.9004000000,92.4326249635,35.2198040604,195.2206000000,35.8427593097,1.0000000000,1861.0000000000,11.5529624993,0.6741121751
136,542.4531410917,21.7510468063,367.1309543045,8.3273707688,971,0.9029000000,92.9420616494,35.3605033715,195.4437000000,35.9055241857,2.0000000000,1922.0000000000,11.7817930025,0.6767975453
137,544.1890179514,21.7950619226,366.7550004781,8.3165073042,947,0.9053000000,93.5525912093,35.1903190728,195.5846000000,35.9669494798,1.0000000000,1985.0000000000,11.9179361505,0.6739478166
138,545.5947136564,21.7971892160,369.7104993967,8.3950733136,908,0.9092000000,94.4129970197,35.6017369870,195.7678000000,36.0255422158,2.0000000000,1924.0000000000,12.2692738496,0.6776284486
139,549.1540203851,21.8962245193,368.5039311672,8.3492138664,883,0.9117000000,95.4154282710,35.8807174120,195.9305000000,36.0825376577,5.0000000000,1865.0000000000,12.4011446557,0.6710393032
140,554.4331797235,22.0281540758,369.2602973433,8.3182695156,868,0.9132000000,96.3469635112,35.9891588654,196.0581000000,36.1386045701,4.0000000000,1924.0000000000,12.5335111719,0.6660140678
141,558.4309327037,22.1383295475,368.4569978699,8.2659117796,847,0.9153000000,97.2060374703,36.1668019906,196.2754000000,36.1930792173,9.0000000000,1861.0000000000,12.6603322751,0.6598076437
142,558.5115712546,22.1445391492,368.0693037335,8.2541478738,821,0.9179000000,97.7809580520,36.3108482248,196.4267000000,36.2461461164,8.0000000000,1922.0000000000,12.8457072718,0.6590182239
